friend count,personaname length,lastlogoff,game count,playtime,% achievements gotten
141,11,1546633640,2829,916147,32.23
103,9,1546670947,61,195151,29.53
186,6,1546337038,60,346488,11.61
477,15,1546684428,48,68747,12.04
38,14,1546661703,666,0,8.51
31,15,1546673273,397,322367,13.77
48,6,1546037283,121,539638,17.38
24,10,1546523961,15,464589,26.67
116,4,1546621465,207,266714,8.75
66,8,1546657635,273,789354,32.42
80,6,1546664979,108,541091,19.69
169,3,1546582251,85,617458,13.78
132,9,1541831791,30,0,8.56
182,6,1546034799,201,290368,15.64
81,4,1546646545,958,730553,4.22
63,4,1545223291,660,120908,2.25
166,7,1546696425,517,202385,7.42
38,8,1544907793,89,398086,11.17
163,16,1545355862,320,196739,6.07
249,3,1546591221,320,574277,11.04
194,7,1546677793,273,374982,9.5
0,7,1536607234,26,359766,49.84
241,3,1546685330,95,314791,16.41
12,11,1546106203,26,325663,47.86
218,7,1546644660,169,176545,10.51
231,7,1546691304,551,816144,11.46
222,20,1546466286,76,181426,11.02
39,8,1546663159,79,447043,12.3
160,4,1546631912,1827,283006,1.86
93,10,1546645323,165,190053,14.21
55,14,1546639908,22,139101,38.47
251,6,1546643742,6440,871298,3.46
250,20,1545669775,239,373481,6.03
59,8,1546650562,90,265281,5.93
252,8,1546698988,825,469732,1.69
61,14,1546687705,863,277411,5.4
705,14,1546668462,2931,1405790,3.35
28,15,1546674276,375,148690,14.99
137,13,1546697246,295,228483,7.53
95,9,1546197243,172,80136,7.44
91,6,1546677764,56,217655,5.72
45,6,1546701998,709,116866,4.44
88,8,1546660006,99,327559,24.54
332,7,1546615109,21,196606,11.92
54,16,1546646933,155,175939,12.87
152,17,1546676603,472,318482,12.02
267,19,1546652649,278,408673,7.08
160,6,1546597582,346,287943,7.58
45,3,1546688631,192,130039,12.48
20,6,1545891659,379,127369,9.11
65,5,1546703026,176,286196,8.06
187,5,1546571526,348,212540,11.54
35,5,1546638065,665,242537,8.0
22,9,1546687516,271,517988,12.01
139,14,1546634242,863,295760,13.37
129,10,1546696030,162,190596,12.54
118,25,1546655270,203,223436,5.75
19,19,1546638872,339,396036,8.4
276,16,1546576040,277,406622,16.03
89,6,1546667384,8975,307634,0.29
55,12,1544945929,963,316195,9.8
118,4,1546589788,421,462120,14.27
46,7,1546700791,12,114095,37.72
128,5,1546624353,2232,202861,1.12
219,7,1546681352,36,283264,17.11
70,4,1546632710,57,90522,11.84
250,10,1546635311,56,218621,8.9
209,3,1546664050,360,426582,8.36
95,17,1546701224,431,220741,6.7
147,19,1543298895,180,83798,17.8
89,6,1546650304,355,170452,4.84
42,5,1546469230,34,112527,18.45
300,16,1546630636,1542,604876,3.66
29,6,1546643935,313,392867,13.98
382,8,1546631359,204,690362,12.49
35,15,1546584730,33,78585,14.14
20,6,1542844421,270,54160,4.19
117,24,1546412905,280,364698,8.91
143,8,1546703288,42,192436,26.03
120,15,1546695500,1742,404977,12.87
47,11,1546691731,188,205945,8.54
24,6,1545849227,362,362800,15.72
233,7,1546696976,94,173332,16.89
42,12,1546700243,122,297411,17.34
114,6,1546665723,231,326942,6.4
131,5,1546579091,158,292343,18.79
193,19,1545218022,105,340148,15.72
46,6,1546549861,508,347435,15.12
146,5,1546698953,2975,321856,2.46
186,4,1546182512,24,203661,26.54
31,23,1545332604,23,65984,19.62
71,7,1546696558,201,200693,9.04
124,6,1546643923,130,114756,6.68
72,4,1546666488,439,520638,22.77
119,6,1546603897,624,417707,10.54
104,8,1546697516,404,57591,1.68
139,16,1546558506,192,452964,18.55
190,11,1546663442,107,318438,9.74
334,23,1546616348,92,429744,14.9
38,11,1545363413,55,5475,6.36
204,14,1546651139,154,390117,11.75
870,1,1546688035,956,131742,15.09
343,9,1546685141,9976,1328722,0.62
16,2,1523089358,7,7032,0.0
72,6,1545341143,24,120252,13.12
89,6,1546649830,382,702134,18.22
16,11,1546684633,236,181347,64.91
305,9,1546665123,64,467569,12.83
82,6,1546699422,85,519179,14.64
78,5,1546678364,187,65371,42.97
46,16,1545767093,10,220017,47.08
89,11,1546698896,282,517621,81.96
39,7,1546656554,893,809326,17.23
77,22,1546683553,719,879664,33.74
262,8,1546680453,522,539637,14.92
35,6,1546594302,84,81469,9.28
16,4,1546697973,11,111007,46.44
31,13,1546489010,433,147701,8.67
208,13,1546681432,456,171909,4.8
45,7,1546385626,332,146765,6.69
69,6,1546578777,821,362929,5.72
55,9,1546699927,410,658995,31.44
118,4,1541755254,13,189363,33.97
184,11,1546689294,111,428110,11.48
376,5,1546693101,425,418447,11.75
78,5,1546688599,215,124579,8.84
212,10,1546661155,215,272455,17.93
32,10,1546670666,863,599352,15.13
165,27,1517599692,18,9569,7.19
134,14,1546672284,329,0,15.1
71,7,1546698612,77,0,7.65
57,8,1546639343,33,116397,11.39
225,22,1546649563,216,954305,15.66
119,6,1546647318,131,271236,8.59
71,11,1546646720,10,116313,43.8
155,9,1546669300,766,203931,22.33
217,7,1544222557,18,280042,34.53
118,8,1546590335,300,148969,14.68
28,7,1546537010,774,488348,18.13
31,6,1546609895,128,212535,13.43
46,9,1546690223,512,157984,6.29
80,5,1546703583,5685,811797,3.13
126,14,1546697644,632,1326093,4.61
137,7,1546649568,465,224071,16.59
113,9,1546670057,313,156779,18.69
40,5,1544642757,8,11479,20.32
74,4,1545628854,6026,2287672,6.02
131,10,1546702022,265,342288,10.81
107,11,1546649955,857,0,12.52
257,4,1544246487,58,314037,9.16
158,2,1546658635,123,273956,10.98
161,12,1546583906,285,218589,9.97
200,7,1546525150,809,178757,4.65
182,6,1546684120,54,539623,18.06
83,11,1546606164,655,370117,8.58
31,6,1546658162,83,336521,44.77
43,9,1546668571,489,791141,22.71
319,7,1545855126,15,588610,11.34
134,6,1546699318,69,176241,15.5
191,8,1546698821,2285,874278,54.41
161,19,1546703346,28,160355,7.64
6,14,1546643117,593,0,13.34
56,13,1546700368,49,0,7.88
64,9,1545796671,108,107282,18.07
206,15,1546661848,342,346667,7.61
32,5,1546117671,464,249935,7.56
99,3,1545416135,39,46340,12.6
149,8,1546566483,16,125643,48.84
48,12,1545605064,126,204566,9.44
107,4,1546696440,80,453148,18.28
277,7,1546668933,316,151383,11.75
31,3,1546436260,182,0,7.43
224,10,1546696883,256,0,16.21
91,13,1546652294,167,443371,11.22
51,8,1544342585,149,176433,19.15
174,23,1546690779,75,252189,12.6
230,27,1546669658,172,82432,5.28
114,8,1546702937,1227,490454,6.34
53,6,1546485983,181,135006,8.8
49,14,1546699129,25,155247,16.26
-1,9,1546476811,434,233065,10.75
76,12,1546657109,364,85513,13.5
55,5,1546492714,110,43249,4.43
96,12,1546645886,312,232428,6.9
148,11,1546542702,214,224822,6.96
-1,13,1546559965,874,700028,11.66
54,6,1546645470,180,226302,21.16
-1,5,1546697244,297,0,18.17
178,6,1546688173,450,402901,23.23
-1,4,1546483745,23,0,28.07
98,12,1546384615,35,0,19.91
332,4,1546663919,406,419295,8.68
64,6,1546688370,48,280910,10.83
34,10,1546650732,124,135088,8.27
-1,4,1546684001,76,0,8.67
197,15,1546680949,352,287337,20.07
158,18,1546467548,75,152460,10.6
339,6,1546610112,50,449323,9.89
147,7,1546591798,29,609474,16.18
4,6,1540133455,56,105273,14.12
282,3,1546702098,428,142734,8.11
68,11,1546690852,4,139078,81.44
300,6,1546366777,116,702558,33.56
257,6,1546685215,97,401671,14.41
126,2,1546676491,75,0,12.08
97,10,1545515340,102,223662,11.5
73,4,1546681666,1144,605323,12.24
471,8,1546685304,381,824682,12.94
103,8,1546699977,204,155151,16.36
89,11,1546295569,102,144087,9.67
86,6,1546635198,103,105317,8.67
317,7,1546700938,222,0,9.66
101,9,1546657526,642,287002,10.49
139,6,1546698270,130,201339,14.25
19,9,1546679250,855,1035833,4.0
272,8,1545184128,321,0,4.0
94,22,1546647885,81,484520,33.64
55,5,1545673897,113,0,4.43
248,5,1546692547,113,343289,9.43
-1,5,1545948183,173,236360,23.18
282,9,1546188836,61,0,10.61
381,22,1546692124,508,744618,4.89
65,12,1546568318,428,460563,9.27
322,5,1546644859,101,257636,31.88
328,7,1546617574,450,546500,13.0
94,6,1546668881,47,199494,13.79
103,8,1546491707,351,0,12.7
182,9,1546432135,40,216135,17.04
52,11,1546670531,173,486623,33.99
221,17,1546677579,686,160836,7.82
107,13,1546267540,80,138827,25.59
196,7,1546700992,32,298152,22.27
389,13,1546555745,300,67553,1.19
302,12,1546487406,177,221070,8.58
149,9,1546641699,303,179850,2.87
701,20,1546650432,1050,541664,45.81
72,13,1546697144,528,587858,6.82
88,6,1546654525,171,197487,7.38
46,14,1543088531,580,106093,5.16
70,6,1546665043,192,648771,15.39
82,30,1543381424,26,71942,7.67
11,7,1546681583,136,176313,8.25
97,22,1546654445,286,565538,18.34
320,10,1546594656,268,457966,6.48
119,5,1546647090,52,187372,20.78
159,30,1546630312,501,121128,16.11
-1,5,1546579341,164,0,0.0
233,7,1546653621,212,128685,5.87
164,17,1546657666,518,627000,17.53
8,9,1546596233,81,438101,28.34
109,4,1546620214,40,620262,13.23
215,5,1546631343,409,349365,9.85
78,8,1546652134,390,0,3.74
133,6,1546645552,131,338244,27.24
75,3,1546695468,105,268454,16.33
214,13,1546649927,66,214067,27.25
323,3,1545743800,85,289604,11.57
107,5,1546680479,605,220517,3.88
106,6,1546639110,420,451027,9.38
34,14,1546654715,184,125282,9.13
158,13,1546662809,313,505129,12.67
48,11,1546696070,218,94768,10.71
60,9,1546698996,398,0,6.98
90,11,1546545391,66,64413,8.75
276,16,1544897641,61,305503,10.65
-1,15,1546692968,49,227734,18.76
39,9,1546697301,369,400399,11.75
233,15,1546656087,54,351120,11.99
55,7,1546652180,1470,477740,8.18
277,7,1546546126,253,298895,10.33
247,8,1546702099,409,256401,26.52
68,7,1546663969,730,0,9.93
101,4,1546674453,100,279267,30.49
216,12,1546664552,281,368031,13.44
204,9,1546695491,105,194344,8.09
-1,5,1546639758,83,627173,19.95
100,8,1546630559,250,0,25.59
224,7,1541745022,16,509344,11.49
64,5,1546499784,155,0,15.38
144,10,1546508892,481,0,7.53
53,6,1546646081,188,243219,37.85
46,10,1546703911,263,265724,16.21
43,28,1546638381,116,100646,22.11
166,13,1546678576,259,456467,17.49
-1,8,1546681661,485,502216,22.01
215,4,1546628622,241,368985,12.0
329,4,1545710827,72,257487,26.81
45,11,1546673230,310,245933,13.69
13,7,1546629717,31,100963,23.47
46,4,1546132503,174,0,17.59
25,8,1546689508,70,260488,21.2
270,5,1546683647,355,652039,20.27
86,23,1545553828,153,167727,5.35
40,10,1546610852,533,223579,21.63
79,9,1546379185,160,498793,11.63
63,9,1546663541,151,211334,12.63
60,7,1546679026,213,460821,8.78
-1,19,1546685778,90,190248,7.69
2,6,1546651663,117,18064,2.97
155,13,1546239485,465,182665,15.73
112,5,1543956536,237,166522,14.57
-1,18,1546695334,111,0,24.67
26,5,1546694452,112,604611,23.46
33,12,1545996643,253,129574,7.83
90,5,1546042730,144,0,9.51
166,11,1546604319,534,71406,2.33
358,11,1546698889,51,676566,38.95
79,19,1546570332,224,293052,8.29
9,8,1517098823,215,99955,5.2
-1,6,1546591821,737,0,4.32
76,10,1546684482,51,139380,11.41
56,6,1546690574,556,553268,25.77
75,8,1546654171,44,0,4.64
119,11,1546701787,121,316416,15.33
168,8,1546531467,143,270372,12.91
99,10,1546668496,101,119434,11.8
327,7,1546659516,68,93992,3.38
134,13,1546659844,268,378683,14.72
232,22,1546171396,206,433814,0.5
171,7,1546689120,362,332786,5.49
71,8,1546693134,212,195046,12.32
50,9,1545937628,126,105188,7.72
-1,6,1546703438,466,327890,30.4
40,10,1546646781,49,238833,16.02
252,4,1546006162,342,352039,11.24
145,4,1546010429,64,0,16.04
374,6,1546692713,1236,158248,2.25
27,12,1546703187,256,290093,7.62
117,6,1546649395,131,142014,12.63
168,6,1546701781,631,437388,16.26
55,8,1546646554,327,210952,22.14
18,12,1546618864,112,108164,10.01
128,5,1546696789,206,561105,11.14
133,5,1546637186,1407,446326,3.61
94,7,1546625901,148,181934,21.37
113,13,1546688633,358,654942,24.9
107,8,1546550024,3851,480573,0.78
15,8,1527876700,10,24937,14.32
274,8,1546696557,388,174683,6.2
115,16,1546670509,412,574269,7.52
254,6,1546435218,367,0,10.2
255,11,1546607755,159,93737,7.69
-1,18,1546700480,189,0,0.0
103,16,1546621666,230,622937,28.59
0,9,1546650332,457,280696,7.94
29,10,1546669249,324,1067443,15.55
262,5,1546609890,42,109369,17.19
302,15,1546694799,174,581465,8.34
41,10,1546462434,437,296176,12.62
31,7,1545677714,49,105364,11.63
224,12,1546673516,122,346492,32.04
251,6,1546066910,437,0,5.85
90,11,1546619139,507,384664,5.72
119,7,1546671819,267,160310,11.08
66,13,1546379924,144,363475,26.43
63,12,1546675179,991,0,4.32
37,15,1546606367,260,0,9.42
244,6,1546650381,213,688444,19.6
22,4,1546701375,966,229832,1.33
55,10,1546256013,104,103649,9.34
36,5,1546437878,232,280978,9.62
31,5,1546632959,67,257208,5.86
16,4,1543434449,177,164647,11.63
154,14,1546635642,540,0,7.87
79,25,1545138128,30,112286,9.89
-1,14,1546601627,676,0,7.09
162,6,1546703844,1388,553884,2.6
62,7,1546652655,8375,25052,0.1
54,17,1546650000,299,128008,11.27
72,6,1546687875,269,210734,9.89
120,8,1546654183,266,153736,9.46
41,5,1546654633,361,469089,17.66
49,4,1546686022,537,459877,16.62
64,7,1546584812,145,261910,12.47
36,6,1546656261,17,239834,49.91
328,15,1546650640,169,620558,9.78
57,5,1546694660,76,241665,16.39
56,28,1546642799,408,466228,11.98
179,8,1546700509,916,198693,2.98
381,26,1546139091,781,425902,11.25
49,11,1546295332,89,87841,8.45
250,19,1546418768,58,201308,10.85
39,9,1546690057,34,163732,14.7
28,6,1546570350,286,349504,7.28
165,8,1546661317,406,464791,10.74
81,8,1546691082,113,36733,5.71
14,12,1546659665,263,412399,20.87
81,9,1545749192,77,257165,21.1
44,9,1546673222,237,88465,80.89
44,7,1546647454,91,171880,6.7
178,18,1546684459,407,280950,12.35
167,5,1546701842,179,344904,29.13
224,10,1540601797,78,41412,6.08
576,9,1546617157,311,652838,20.84
151,15,1546653576,376,763335,7.51
133,5,1546648630,31,0,11.68
587,13,1546653965,1321,1061510,16.45
95,7,1546687428,308,582635,25.6
28,6,1546703773,324,458556,26.47
77,5,1546691320,41,448770,11.81
32,18,1546638717,251,486226,10.34
141,4,1546643070,1660,469420,11.18
47,9,1546668081,292,304742,10.12
26,5,1546630015,365,420699,14.24
196,8,1545343475,201,499154,12.65
494,8,1546522619,64,312182,20.08
32,7,1546666961,231,526979,8.75
311,9,1546346076,79,332160,18.47
86,6,1546530157,654,228308,6.55
206,5,1546690275,158,420842,8.98
100,8,1546660697,548,55935,1.76
305,7,1546686736,174,345142,11.85
362,5,1546670519,189,230499,13.32
74,5,1545995509,77,93940,4.31
14,9,1545741893,61,0,18.43
154,7,1546481356,209,586677,14.63
15,7,1546631076,627,473091,14.3
43,14,1546699588,468,186382,9.02
153,4,1546664824,204,329740,6.75
75,12,1546615337,39,182472,9.4
7,6,1544341658,33,142451,30.69
65,5,1546632809,262,202754,6.89
303,6,1546626133,294,194753,14.05
147,12,1546693261,730,238505,14.67
71,5,1534615248,93,217159,35.6
265,4,1546650384,7,167590,67.17
78,11,1546564783,258,123858,6.93
17,9,1546676206,251,122846,8.49
108,8,1546678163,172,245380,44.53
108,13,1546597473,691,337934,10.24
-1,1,1546682586,261,0,12.74
21,11,1546687949,162,132880,66.06
136,10,1546604153,896,244519,4.44
12,8,1545574025,773,0,4.75
77,8,1546611417,1674,262674,3.27
35,8,1546699865,603,321364,45.89
28,9,1546528137,265,58239,8.12
135,16,1546677472,194,295712,11.54
195,11,1546624910,276,262050,6.53
92,9,1546702867,319,603132,20.19
13,15,1546688140,383,266220,20.4
50,13,1546661512,121,232583,13.44
78,4,1545669450,269,329381,20.62
174,8,1546695486,81,173025,21.53
101,14,1546655947,467,400311,9.19
284,8,1546206658,783,255353,5.14
36,7,1544989767,1262,84204,1.62
220,6,1546702591,14,0,65.06
40,10,1546250490,1064,364009,8.07
182,18,1546669032,881,555939,10.84
69,10,1546679013,662,0,4.62
246,22,1546693340,5,201402,48.14
122,15,1546456030,19,235930,42.78
331,5,1546666506,53,273826,14.25
15,14,1534056417,216,28058,3.73
140,32,1545724406,592,398815,5.82
192,11,1546703460,317,134024,9.58
169,11,1546645735,286,395097,22.96
196,5,1546698142,161,151120,11.38
160,6,1546663906,124,0,0.0
16,8,1544694728,155,45047,4.13
59,12,1546561050,157,154112,20.88
89,3,1546688871,483,361233,10.49
62,12,1545734338,205,129147,12.04
67,7,1545762878,324,133310,15.7
63,4,1546229095,517,181932,12.83
21,6,1546649176,542,296670,10.35
81,9,1546455323,157,108950,4.2
268,14,1546542085,294,626626,14.72
62,16,1541910756,280,180026,9.93
73,13,1546675630,465,202689,6.86
132,13,1546690769,1075,39136,2.35
92,22,1546702098,78,49329,9.06
434,19,1546680242,472,1124241,35.2
100,7,1545420398,189,78993,13.18
83,11,1546689230,196,373304,11.86
134,15,1546605960,362,261870,20.75
133,12,1541466923,2660,534963,9.8
247,1,1546702672,117,316873,8.57
80,4,1545933070,338,148780,8.33
334,10,1546650564,43,401727,6.19
220,7,1546631506,2736,373174,1.81
101,12,1546570781,4719,1372283,12.01
101,11,1546672438,290,288289,20.41
262,5,1546694360,71,343076,18.51
87,9,1546699171,416,349315,9.23
371,13,1546582752,717,164891,4.74
23,8,1546571444,402,0,6.92
140,4,1546556735,397,439054,10.85
81,10,1546518975,202,250303,17.21
66,5,1546651041,986,108725,8.0
293,9,1546588626,388,300262,13.81
81,7,1546697953,369,478140,6.66
219,12,1546568230,128,0,14.02
172,31,1546634431,1151,237020,6.27
18,22,1546645665,19,155675,3.76
7,7,1546583734,422,381347,12.0
11,16,1546567802,30,86403,14.31
7,9,1546626566,117,150586,15.75
142,10,1546664207,620,335587,3.5
178,12,1546591217,209,436534,24.67
245,2,1546621122,982,529325,12.38
78,11,1546544462,12,29677,19.72
155,7,1546555061,263,66360,4.34
140,10,1546663632,97,565515,11.14
262,15,1546698040,341,350209,12.54
96,10,1546684938,213,206197,11.66
161,5,1546671894,376,409002,21.62
256,8,1546676971,215,333676,18.89
33,6,1546693872,413,227638,10.23
64,7,1546545020,70,220474,12.77
154,2,1546663447,522,0,4.59
285,7,1546631247,267,259951,8.88
230,3,1546595041,183,644992,11.23
49,5,1546702990,66,391185,8.9
87,17,1546203523,161,0,6.05
34,10,1546702824,239,173848,9.23
578,4,1546646939,13450,1412943,0.19
87,16,1544737795,420,233957,9.86
200,9,1546647249,221,306315,11.98
33,17,1546676154,27,267242,17.16
340,9,1545780335,126,364390,31.06
81,2,1546696110,98,48920,12.5
99,6,1546641872,37,180950,18.48
20,14,1546677351,205,257376,23.53
125,4,1546636673,1873,612821,0.81
125,7,1546675916,166,0,11.41
37,5,1546667486,457,149792,13.23
132,15,1546558004,244,150072,9.77
70,19,1546218703,128,114188,9.22
41,2,1542516632,147,141724,8.88
279,14,1546645409,25,278734,35.13
255,11,1546542840,38,146126,18.01
63,19,1546567504,48,148770,14.29
37,10,1542242567,334,130369,11.6
59,12,1538483857,12,77714,58.15
263,8,1546641806,51,148394,5.48
429,25,1546687401,140,172944,5.06
141,16,1540816925,169,111215,7.27
37,14,1546287385,47,119417,10.23
235,5,1546660034,25,317546,17.65
106,4,1546683421,394,335251,10.44
85,8,1546558164,47,179837,10.01
18,7,1546701364,73,0,8.48
230,16,1546687945,492,442871,8.04
100,25,1546327048,38,151706,31.1
147,16,1546682940,166,0,10.17
162,7,1532900979,317,182116,13.08
57,23,1546697703,707,739465,11.66
125,14,1546655004,137,561538,15.65
60,2,1546498028,222,358651,11.73
292,9,1546572165,565,310897,4.13
76,13,1546671107,336,317950,9.16
383,3,1546679721,6236,858986,2.83
102,4,1546693143,69,145803,12.29
84,10,1546322234,113,72144,15.43
106,7,1546702026,156,220768,25.53
159,6,1546593234,254,233051,6.09
58,4,1546579887,118,78464,16.12
119,5,1546667245,279,242766,3.15
90,7,1546632151,189,160625,10.86
178,7,1546643465,292,123019,4.98
157,12,1545344454,71,355036,18.82
49,5,1546673573,208,206153,13.53
125,9,1546701244,255,233156,8.55
205,3,1546701505,271,229260,32.74
212,4,1546031749,15,311806,30.44
33,14,1546691140,188,296504,7.51
259,8,1546220038,33,152430,17.43
56,5,1545404683,225,255861,18.43
110,7,1546669369,187,366409,30.22
418,4,1546703911,10096,373112,0.34
-1,11,1546642968,128,583241,21.76
219,6,1546698608,14,466992,29.06
121,7,1546700874,221,291752,16.3
57,13,1546694863,176,513712,12.83
6,10,1546657822,342,213546,8.49
173,12,1546701898,241,504349,5.07
76,11,1546688052,563,164095,8.04
19,14,1546464506,99,263083,16.67
-1,7,1544137381,219,264480,14.72
73,5,1544289240,403,242099,11.9
260,10,1546630633,1849,1023862,8.23
-1,3,1546689542,77,183486,31.02
171,8,1546694625,300,253367,14.1
95,15,1546644341,936,157174,10.54
282,9,1546674124,57,719698,9.18
57,19,1546694494,47,0,11.4
55,11,1546691561,193,242917,24.9
147,10,1546627638,649,0,8.79
75,6,1546671180,21,223905,34.67
68,7,1546703697,42,0,7.31
22,12,1546658486,334,417598,8.81
50,6,1546699939,70,511519,8.72
355,14,1546669548,124,364941,30.03
351,11,1546694739,1122,174141,3.23
79,12,1546703818,267,237546,10.64
124,10,1546655757,241,205621,12.39
223,4,1546615711,256,174636,19.53
49,6,1546632949,205,204386,7.1
255,8,1545603309,1841,204463,4.75
75,15,1546581654,180,154333,5.11
81,9,1546651995,40,341338,12.21
298,9,1546687799,118,473789,11.58
172,14,1546701264,455,363426,12.47
57,13,1546465993,296,404889,13.43
271,4,1546698971,612,630065,22.11
129,13,1546699584,16,291092,43.69
101,5,1546642751,17,342550,28.53
40,9,1546697043,356,376517,16.26
186,9,1546699908,156,260940,11.15
296,5,1546656653,66,0,22.68
76,7,1546696590,224,439912,12.68
-1,6,1546603931,865,376460,10.07
73,3,1546660612,244,301288,11.54
205,9,1546702177,17,0,28.45
251,4,1546697038,597,284902,5.15
-1,8,1546703135,162,0,15.5
274,7,1546693642,748,146581,8.94
111,14,1546474712,144,330449,15.54
11,6,1546701818,556,117451,6.07
94,12,1546690718,364,94360,4.3
225,3,1546672828,4296,0,7.47
427,3,1546600232,139,0,10.05
28,3,1546703526,234,0,11.04
405,4,1546692787,88,264736,19.75
283,12,1546678139,197,237502,8.13
49,4,1546573896,46,0,14.27
78,12,1546642559,437,270684,9.09
29,7,1546658220,76,485753,44.22
232,11,1546699910,31,446676,11.88
54,7,1546646143,134,161681,4.0
56,5,1546581524,2810,0,4.23
72,26,1546690972,339,231949,8.77
247,5,1546618578,35,238051,11.65
205,5,1546397560,284,228261,10.18
17,10,1546696343,345,489387,9.02
68,3,1546644724,251,125876,9.5
231,3,1546696904,299,357056,13.07
60,11,1544999306,402,282207,3.06
105,11,1546645758,372,540244,13.51
416,5,1545715900,250,466733,9.0
463,28,1542375594,3495,844859,6.03
81,7,1546042421,444,326401,15.85
49,7,1546466823,166,215225,27.48
25,9,1546571136,159,0,13.47
86,6,1546701563,193,125320,0.95
197,8,1546214408,1036,205205,4.81
94,6,1546109925,168,237361,7.36
236,8,1546625651,321,454641,23.02
105,8,1546685144,54,226147,1.95
63,20,1546697763,21,36140,34.22
113,8,1546701931,200,0,6.54
78,9,1546558013,142,211575,21.38
83,5,1546699396,69,225966,34.08
116,9,1546695462,672,0,18.29
178,10,1546641435,121,197761,17.0
57,5,1546700858,82,0,12.38
45,4,1546675021,197,171915,13.54
112,13,1546553561,550,215650,4.9
18,8,1546212384,234,1719,1.0
233,7,1546669968,3331,426536,2.18
73,6,1546615176,283,129837,7.33
80,17,1546692140,276,368570,9.19
195,5,1546637587,23,597274,24.94
220,3,1546696984,82,682448,5.74
89,10,1546694111,194,109160,34.83
-1,4,1546651898,90,0,6.38
33,11,1546677844,96,37309,6.2
306,1,1546700459,275,402383,21.18
34,4,1546160728,80,25799,8.5
35,3,1545674248,336,162140,18.02
1072,17,1546659324,47,325981,17.74
-1,15,1546691104,2744,928751,3.74
259,6,1546651373,83,362099,15.91
316,7,1546694337,279,484492,6.58
-1,7,1546703948,355,346858,3.83
154,12,1546624476,139,124148,58.05
116,9,1546646532,642,343704,12.38
61,7,1545793806,326,131623,7.23
39,12,1544529628,14,41588,17.7
108,17,1534180103,222,244985,10.35
98,12,1546553626,106,304537,12.31
33,3,1546605191,256,418608,22.19
154,8,1546700027,64,205587,5.43
247,12,1546686626,3086,249426,0.76
59,7,1546692364,269,249631,6.31
19,8,1546647486,235,202624,12.2
397,9,1544902366,247,315485,22.31
84,6,1546521987,122,402369,10.27
121,6,1546628040,563,424789,8.14
91,6,1546544189,147,196419,9.93
110,5,1546703037,15,0,49.5
52,6,1546456544,271,175308,4.82
52,9,1546562007,147,260770,15.87
106,9,1546532526,78,199615,13.33
61,9,1546677961,993,330274,5.84
180,18,1545956185,121,76638,10.41
58,8,1546693902,230,0,19.04
138,19,1546691799,50,182932,13.98
59,19,1546699302,126,127060,12.47
73,7,1546472930,166,517916,7.53
531,10,1546566443,3943,0,5.15
156,8,1546643605,80,240417,22.34
289,8,1546704016,69,278792,38.03
51,6,1546700161,1259,409484,9.0
77,18,1546657497,170,353484,12.33
159,32,1546702531,124,235306,9.57
412,9,1546657304,211,468437,9.42
259,9,1546659972,494,340145,9.93
83,10,1546643643,152,334219,21.0
329,6,1546674848,470,167938,6.46
254,9,1546563359,88,327328,12.72
103,13,1546654944,563,205354,8.07
46,11,1546657089,256,136598,11.61
39,8,1546558535,299,291142,12.26
109,14,1546697424,112,85743,14.53
52,13,1546701647,53,383400,22.78
92,11,1546673470,4580,822544,1.41
205,4,1546571688,179,220096,9.12
21,12,1546701577,125,0,4.28
72,21,1546602469,117,251928,8.01
33,9,1546639201,141,252961,22.07
30,6,1546460775,5,306462,12.57
106,6,1546647204,416,430881,35.2
57,6,1546645415,178,300728,13.28
59,4,1546684300,108,127409,7.73
121,11,1546638699,472,167275,5.41
33,5,1546698875,145,145481,12.26
56,5,1546696052,116,569126,19.9
2,1,1546667074,396,501746,8.23
119,6,1546700510,1363,0,10.64
237,9,1546637596,173,159040,12.69
228,4,1546693898,385,235786,2.88
31,6,1546642278,99,180687,21.88
32,5,1546610084,71,159022,21.77
62,6,1546682327,95,73375,9.22
70,13,1545425612,154,409783,13.43
72,13,1546691523,117,390673,21.58
51,14,1546623771,61,156176,20.6
140,5,1546616380,200,627455,14.76
120,15,1546694073,122,341167,6.87
109,14,1546562761,183,383552,9.21
233,6,1546572077,103,448646,16.8
-1,10,1546671173,190,0,0.0
97,11,1546637795,66,489300,8.54
130,13,1545777012,149,333778,55.75
191,12,1546585822,103,299896,29.51
96,11,1541364440,25,232909,11.93
230,6,1546691222,101,166235,15.15
64,11,1546655256,48,110318,15.99
133,10,1546701367,729,161738,6.5
163,5,1546603144,431,331884,15.23
165,13,1546671267,416,490703,33.24
495,6,1546684031,1348,363161,6.99
32,17,1546688631,608,394750,55.48
9,9,1540073514,15,18287,3.8
181,5,1546676644,255,300457,11.91
68,7,1546696591,689,282468,11.2
132,8,1546560119,926,320060,13.15
292,27,1546305839,269,388358,10.99
197,8,1546657809,95,162281,6.56
189,4,1546695552,111,206839,16.99
43,5,1546374596,109,45575,2.87
30,7,1546640706,237,408617,41.32
31,5,1544121107,51,91746,14.87
42,20,1546684824,341,235331,27.78
25,17,1546556159,157,190034,13.29
129,8,1546150200,223,0,14.51
136,8,1546656589,22,354983,56.0
78,6,1546599411,151,137758,13.34
-1,6,1546650119,147,414694,2.93
43,4,1546473438,19,78760,6.07
81,7,1546690866,52,242554,8.4
63,3,1546649822,288,1163843,17.2
